,CAMIS,new_grade,INSPECTION DATE,VIOLATION CODE,SCORE,GRADE,CD,HealthArea,SanitDistr,AssessTot,YearAlter1,YearAlter2,YearBuilt,NumFloors,yelp_rating,yelp_categories,yelp_review_count,stats.checkinsCount,stats.tipCount,stats.usersCount,311_complaint_count,goog_lat,goog_lng,is_coffee,is_pizza,is_sandwiches,is_chinese,is_hotdogs,is_italian,is_breakfast_brnch,is_newamerican,is_bakeries,is_brgers,is_tradamerican,is_bars,is_mexican,is_donts,is_cafes,is_salad,is_japanese,is_desserts,is_seafood,is_icecream,failed,yrs_since_reno,bldg_age
4201,50035723,A,11/18/2016,08A,10.0,A,CD_307,HealthArea_4400,SanitDistr_7,-0.154259190903,0.0,0.0,1931.0,-0.389056417853,1.29756516181,"[u'cocktailbars', u'beerbar', u'wine_bars']",-0.374552594132,-0.139423603347,-0.243833538516,-0.167395569218,0.0,40.661447,-73.992874,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00622149402426,-0.0967198928701
4203,50035710,A,10/02/2015,02G,12.0,A,CD_103,HealthArea_7800,SanitDistr_3,-0.15280691824,1989.0,0.0,1920.0,0.041144334382,0.0,0,0.0,-0.137706411568,-0.210775075477,-0.159875048708,0.0,40.713678,-73.988859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217263517774,-0.0537723578644
4204,50035707,A,05/09/2016,10F,3.0,A,CD_106,HealthArea_5000,SanitDistr_6,-0.123665012645,0.0,0.0,2002.0,2.10610794511,1.29756516181,"[u'bakeries', u'sandwiches', u'donuts']",-0.460824113161,-0.129888235537,-0.25327881367,-0.155731798982,0.0,40.7541872,-73.9655923,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.267354985936,-0.373926709725
4205,50035692,B,11/16/2016,02B,21.0,B,CD_407,HealthArea_1310,SanitDistr_7,-0.153655749233,0.0,0.0,1931.0,-0.561136718747,-0.0236237799941,"[u'cafes', u'bakeries', u'korean']",-0.424877646899,-0.136418517734,-0.220220350631,-0.158865349195,0.0,40.7641369,-73.8084587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.00622149402426,-0.0967198928701
4206,50035687,B,02/16/2017,10H,19.0,B,CD_406,HealthArea_1930,SanitDistr_6,-0.152451952553,0.0,0.0,1947.0,-0.561136718747,-0.0236237799941,"[u'kosher', u'comfortfood']",-0.446445526656,-0.142247062906,-0.267446726401,-0.173523400745,0.0,40.7290765,-73.8631857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0554295437133,-0.159189034696
4208,50035684,0,03/16/2016,06F,23.0,B,CD_103,HealthArea_6500,SanitDistr_3,-0.150495139893,1981.0,0.0,1900.0,-0.216976116959,0.0,0,0.0,-0.136922117246,-0.177716612438,-0.1584475425,0.0,40.7290107,-73.9892895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.186437998906,0.0243140694186
4209,50035681,B,11/24/2015,08A,19.0,B,CD_111,HealthArea_2810,SanitDistr_11,-0.152327843173,1987.0,0.0,1920.0,-0.130935966512,-0.684218250895,"[u'kosher', u'chickenshop']",-0.263118548719,-0.0658567959376,0.275656594957,0.00174650781662,0.182038201951,40.788559,-73.948603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.209557138057,-0.0537723578644
4211,50035662,A,12/05/2016,06E,10.0,A,CD_104,HealthArea_4600,SanitDistr_4,-0.0902422608651,0.0,0.0,1987.0,4.17107155584,-0.0236237799941,"[u'coffee', u'bakeries']",-0.360174007627,-0.127650932786,-0.182439250015,-0.145808889975,-0.511584081204,40.7670593,-73.9828857,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.209557138057,-0.315361889262
4212,50035661,A,02/10/2017,09C,2.0,A,CD_110,HealthArea_800,SanitDistr_10,-0.152690525506,1992.0,0.0,1920.0,-0.130935966512,1.29756516181,"[u'tapas', u'wine_bars', u'breakfast_brunch']",-0.108548743792,-0.141239863882,-0.239110900939,-0.170424667757,0.0,40.8225635,-73.9405598,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22882308735,-0.0537723578644
4214,50035651,A,11/14/2016,10F,10.0,A,CD_104,HealthArea_4700,SanitDistr_4,-0.151734304531,2000.0,2000.0,1910.0,-0.216976116959,0.636970690907,[u'mexican'],0.0747782341453,-0.133025412825,-0.177716612438,-0.148768354065,-0.511584081204,40.762588,-73.989994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.259648606219,-0.0147291442229
4215,50035640,A,06/16/2015,10F,8.0,A,CD_410,HealthArea_3000,SanitDistr_10,-0.154216795081,0.0,0.0,1957.0,-0.4750965683,0.636970690907,[u'mexican'],-0.370957947505,-0.142238807177,-0.267446726401,-0.173488583521,0.0,40.68039,-73.846144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0939614422992,-0.198232248338
4216,50035638,A,09/28/2016,02B,12.0,A,CD_408,HealthArea_2130,SanitDistr_8,-0.153428751248,0.0,0.0,1939.0,-0.561136718747,-1.3448127218,"[u'vietnamese', u'chinese']",-0.209198849326,-0.125388862847,-0.177716612438,-0.146748955039,0.0,40.7261295,-73.7912296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246040248445,-0.127954463783
4217,50035603,A,06/18/2015,04M,14.0,B,CD_306,HealthArea_4600,SanitDistr_6,-0.153468620583,0.0,0.0,1931.0,-0.303016267406,-0.0236237799941,"[u'szechuan', u'japanese']",-0.30984895486,-0.141726951935,-0.262724088824,-0.172026260088,-0.280376653486,40.6711284,-73.9848729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.00622149402426,-0.0967198928701
4218,50035593,A,05/17/2016,10B,10.0,A,CD_110,HealthArea_2400,SanitDistr_10,-0.153267987802,0.0,0.0,1900.0,-0.216976116959,-1.3448127218,[u'chicken_wings'],-0.155279149932,-0.136311193248,-0.187161887592,-0.157855649682,0.0,40.8024825,-73.9564468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125670379641,0.0243140694186
4220,50035574,B,02/03/2017,04L,24.0,B,CD_105,HealthArea_5200,SanitDistr_5,-0.129622900223,1979.0,2009.0,1910.0,1.07362613975,-0.684218250895,[u'delis'],0.00288530162101,-0.0988879704909,-0.00770165966455,-0.108241104648,0.413245629669,40.7466159,-73.9856125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.294327314946,-0.0147291442229
4223,50035551,0,05/14/2016,06B,10.0,A,CD_308,HealthArea_2720,SanitDistr_8,-0.154213142536,0.0,0.0,1930.0,-0.389056417853,1.29756516181,"[u'cocktailbars', u'lounges', u'tradamerican']",-0.284686428476,-0.1371037433,-0.229665625785,-0.162312254429,0.0,40.67216,-73.957666,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0100746838829,-0.0928155715059
4224,50035550,A,10/08/2015,08B,13.0,A,CD_111,HealthArea_2810,SanitDistr_11,-0.152327843173,1987.0,0.0,1920.0,-0.130935966512,1.29756516181,"[u'moroccan', u'breakfast_brunch', u'mideastern']",0.150265813296,-0.139943714318,-0.210775075477,-0.166072514684,0.182038201951,40.788559,-73.948603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209557138057,-0.0537723578644
4228,50035531,A,05/26/2016,09C,2.0,A,CD_483,HealthArea_3612,SanitDistr_83,9.56059666712,1999.0,0.0,1994.0,-0.389056417853,-1.3448127218,"[u'coffee', u'donuts']",-0.428472293525,-0.137500018325,-0.239110900939,-0.160884748221,0.0,40.6455447,-73.7869581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25579541636,-0.342692138811
4229,50035528,A,05/26/2015,10F,9.0,A,CD_305,HealthArea_6410,SanitDistr_5,-0.153845450099,0.0,0.0,2014.0,-0.561136718747,0.0,0,0.0,-0.141223352423,-0.262724088824,-0.172026260088,0.0,40.6683606,-73.8685296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.313593264239,-0.420778566094
4230,50035525,0,03/23/2016,10F,10.0,A,CD_302,HealthArea_1200,SanitDistr_2,-0.153275061394,0.0,0.0,1930.0,-0.303016267406,-1.3448127218,[u'asianfusion'],-0.439256233403,-0.141941600907,-0.239110900939,-0.17272260458,0.0,40.6859499,-73.9742319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100746838829,-0.0928155715059
4231,50035523,A,08/24/2016,06E,8.0,A,CD_483,HealthArea_3612,SanitDistr_83,9.56059666712,1999.0,0.0,1994.0,-0.389056417853,-1.3448127218,[u'pizza'],-0.460824113161,-0.141933345177,-0.262724088824,-0.172409249559,0.0,40.6413111,-73.7781391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25579541636,-0.342692138811
4233,50035489,A,11/28/2016,10B,7.0,A,CD_501,HealthArea_200,SanitDistr_1,-0.154276839156,0.0,0.0,1931.0,-0.4750965683,0.636970690907,[u'caribbean'],-0.38533653401,-0.142181017069,-0.267446726401,-0.173244862949,-0.0491692257674,40.6296424,-74.1403626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622149402426,-0.0967198928701
4235,50035484,A,05/02/2016,10B,2.0,A,CD_106,HealthArea_5300,SanitDistr_6,-0.147529375848,0.0,0.0,1930.0,-0.044895816065,-0.0236237799941,"[u'sandwiches', u'hotdogs']",-0.457229466535,0.277655861395,-0.0502053978578,0.172385725509,-0.0491692257674,40.7408627,-73.9835112,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100746838829,-0.0928155715059
4236,50035483,A,06/16/2016,10F,7.0,A,CD_313,HealthArea_9120,SanitDistr_13,-0.152522688469,0.0,0.0,1937.0,-0.130935966512,0.636970690907,"[u'chinese', u'halal', u'uzbek']",0.0999407605288,-0.135337017142,-0.135212874244,-0.151797452604,-0.511584081204,40.5778506,-73.9553251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168976451273,-0.120145821055
4237,50035463,B,09/14/2016,06E,7.0,A,CD_407,HealthArea_1200,SanitDistr_7,-0.148502959275,1981.0,2004.0,1957.0,-0.4750965683,0.0,0,0.0,-0.142205784258,-0.262724088824,-0.173384131847,0.0,40.7587811,-73.8331173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275061365653,-0.198232248338
4238,50035462,A,11/10/2016,08C,12.0,A,CD_413,HealthArea_2920,SanitDistr_13,-0.153826801539,0.0,0.0,1949.0,-0.561136718747,-1.3448127218,[u'chinese'],-0.453634819908,-0.141693929016,-0.262724088824,-0.172652970131,0.0,40.6951947,-73.7395484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0631359234305,-0.166997677425
4239,50035437,A,05/18/2016,10B,6.0,A,CD_105,HealthArea_5700,SanitDistr_5,-0.152671233892,0.0,0.0,1920.0,-0.303016267406,0.636970690907,"[u'italian', u'cocktailbars']",-0.0654129842771,-0.138920003835,-0.234388263362,-0.161372189365,0.0,40.744737,-73.988034,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0486065824688,-0.0537723578644
4240,50035434,A,10/15/2015,04A,22.0,B,CD_403,HealthArea_1012,SanitDistr_3,-0.15384737926,2013.0,0.0,1931.0,-0.4750965683,0.0,0,0.0,-0.142123226961,-0.267446726401,-0.173001142377,0.0,40.749031,-73.873119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.309740074381,-0.0967198928701
4242,50035423,A,08/30/2016,10E,11.0,A,CD_110,HealthArea_1900,SanitDistr_10,-0.152235886482,0.0,0.0,1910.0,-0.044895816065,1.29756516181,[u'african'],-0.0905755106606,-0.141182073774,-0.234388263362,-0.169623871592,-0.511584081204,40.8038583,-73.9535534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871384810548,-0.0147291442229
4243,50035409,C,07/13/2016,10F,11.0,A,CD_402,HealthArea_800,SanitDistr_2,-0.15270145742,1996.0,0.0,1953.0,-0.561136718747,0.0,0,0.0,0.0,0.0,0.0,0.0,40.740028,-73.9236371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244235846785,-0.182614962881
4244,50035391,A,01/27/2016,10D,12.0,A,CD_404,HealthArea_1410,SanitDistr_4,-0.145559704971,0.0,0.0,1989.0,-0.130935966512,1.29756516181,"[u'juicebars', u'waffles', u'creperies']",-0.370957947505,-0.141941600907,-0.267446726401,-0.172478884008,0.0,40.7430355,-73.8834071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.217263517774,-0.323170531991
4245,50035390,A,08/11/2015,08A,11.0,A,CD_502,HealthArea_920,SanitDistr_2,-0.153968916425,0.0,0.0,1935.0,-0.4750965683,0.636970690907,"[u'pizza', u'mexican', u'bakeries']",-0.446445526656,-0.141504047233,-0.258001451247,-0.172304797885,0.0,40.5737707,-74.1163037,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.00919126541012,-0.112337178327
4247,50035375,A,03/15/2016,10F,7.0,A,CD_101,HealthArea_7700,SanitDistr_1,-0.0476271124261,0.0,0.0,1912.0,1.93402764421,-0.0236237799941,[u'coffee'],-0.360174007627,-0.0233397879522,-0.0974317736281,-0.000342525658492,0.0,40.7075827,-74.0108283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794321013376,-0.0225377869512
4250,50035346,A,07/12/2016,10I,6.0,A,CD_303,HealthArea_2000,SanitDistr_3,-0.150795446009,0.0,0.0,2014.0,-0.303016267406,-0.684218250895,[u'pizza'],-0.370957947505,-0.141751719124,-0.258001451247,-0.172687787355,0.0,40.6865123,-73.9505715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.313593264239,-0.420778566094
4252,50035339,A,06/01/2016,06D,11.0,A,CD_210,HealthArea_720,SanitDistr_10,-0.154251302776,0.0,0.0,2001.0,-0.389056417853,1.29756516181,"[u'newamerican', u'gastropubs', u'burgers']",-0.302659661607,-0.139646508049,-0.215497713054,-0.170912108901,-0.511584081204,40.853108,-73.789508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.263501796077,-0.370022388361
4253,50035336,A,10/31/2016,10H,8.0,A,CD_107,HealthArea_3400,SanitDistr_7,-0.153873280038,0.0,0.0,1910.0,-0.216976116959,-0.0236237799941,"[u'chickenshop', u'french']",-0.356579361,-0.141107772207,-0.25327881367,-0.169937226613,0.0,40.784224,-73.977874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871384810548,-0.0147291442229
4254,50035335,A,08/10/2015,10B,12.0,A,CD_105,HealthArea_5700,SanitDistr_5,-0.147684994863,1985.0,0.0,1912.0,0.299264785723,0.0,0,0.0,-0.14214799415,-0.262724088824,-0.173384131847,0.0,40.7403547,-73.9928809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20185075834,-0.0225377869512
4260,50035295,A,01/20/2016,06D,7.0,A,CD_406,HealthArea_1930,SanitDistr_6,-0.150025067578,2004.0,2012.0,1951.0,-0.561136718747,0.0,0,0.0,-0.141669161827,-0.258001451247,-0.172409249559,0.0,40.728862,-73.8601962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.305886884522,-0.174806320153
4263,50035277,A,04/07/2016,10H,4.0,A,CD_483,HealthArea_3612,SanitDistr_83,9.56059666712,1999.0,0.0,1994.0,-0.389056417853,-0.684218250895,[u'airportlounges'],-0.237956022335,-0.104766050042,0.110364279761,-0.0460227243143,0.0,40.6436309,-73.7821084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25579541636,-0.342692138811
4264,50035272,B,06/10/2016,06C,9.0,A,CD_102,HealthArea_5700,SanitDistr_2,-0.140708504378,1986.0,0.0,1952.0,-0.130935966512,1.29756516181,[u'chocolate'],-0.360174007627,-0.138441171512,-0.224942988208,-0.163600491739,-0.511584081204,40.7309633,-73.9937415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205703948199,-0.178710641517
4265,50035269,0,05/18/2015,06C,10.0,A,CD_401,HealthArea_710,SanitDistr_1,-0.154239744956,0.0,0.0,1925.0,-0.389056417853,-0.684218250895,[u'mexican'],-0.356579361,-0.139316278861,-0.234388263362,-0.168370451507,0.0,40.7561886,-73.9293836,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0293406331758,-0.0732939646852
4266,50035265,0,08/06/2015,08A,11.0,A,CD_101,HealthArea_8900,SanitDistr_1,0.0681077781729,0.0,0.0,1983.0,-0.216976116959,-2.0054071927,"[u'mexican', u'hotdogs']",-0.399715120515,-0.0500305620914,0.0111888906436,-0.014652404963,-0.0491692257674,40.7107009,-74.0163662,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.194144378623,-0.299744603806
4267,50035264,A,11/04/2015,10B,9.0,A,CD_411,HealthArea_2150,SanitDistr_11,-0.141381138634,1994.0,0.0,1956.0,-0.561136718747,-0.684218250895,"[u'mexican', u'hotdogs']",-0.302659661607,-0.13876314497,-0.262724088824,-0.168265999833,0.0,40.765351,-73.7253009,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.236529467067,-0.194327926974
4268,50035260,A,05/03/2016,10F,7.0,A,CD_304,HealthArea_2200,SanitDistr_4,-0.153998496899,0.0,0.0,1931.0,-0.389056417853,-0.0236237799941,[u'chinese'],-0.424877646899,-0.140835333127,-0.258001451247,-0.170424667757,-0.280376653486,40.7043624,-73.9189778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622149402426,-0.0967198928701
4270,50035242,B,06/30/2016,10F,18.0,B,CD_103,HealthArea_6600,SanitDistr_3,-0.151724658725,1985.0,0.0,1900.0,-0.130935966512,0.0,0,0.0,0.0,0.0,0.0,-0.511584081204,40.72323,-73.982834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.20185075834,0.0243140694186
4271,50035234,A,05/29/2015,10E,9.0,A,CD_210,HealthArea_3210,SanitDistr_10,-0.152230742051,0.0,0.0,1986.0,-0.4750965683,0.0,0,0.0,-0.141504047233,-0.267446726401,-0.171991442864,0.0,40.8306243,-73.8155026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205703948199,-0.311457567898
4272,50035219,A,08/18/2016,06D,7.0,A,CD_105,HealthArea_4800,SanitDistr_5,0.771992522109,1989.0,0.0,1937.0,5.37563366209,0.0,0,0.0,0.301184691057,0.072583179145,0.120299157529,0.0,40.758823,-73.979398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217263517774,-0.120145821055
4273,50035218,A,11/23/2015,04N,11.0,A,CD_405,HealthArea_1700,SanitDistr_5,-0.153949103224,0.0,0.0,1930.0,-0.303016267406,0.636970690907,"[u'desserts', u'coffee', u'cafes']",-0.302659661607,-0.139192442915,-0.258001451247,-0.171155829473,0.0,40.7072772,-73.8969792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0100746838829,-0.0928155715059
4275,50035200,C,07/29/2016,10H,12.0,A,CD_108,HealthArea_2820,SanitDistr_8,-0.151576756355,1986.0,0.0,1925.0,-0.216976116959,0.636970690907,"[u'greek', u'mediterranean', u'seafood']",-0.0654129842771,-0.139456626266,-0.229665625785,-0.164436105129,0.0,40.783492,-73.950977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.205703948199,-0.0732939646852
4277,50035125,B,06/12/2015,06A,40.0,C,CD_111,HealthArea_1600,SanitDistr_11,-0.150706061533,0.0,0.0,1926.0,-0.303016267406,1.29756516181,"[u'juicebars', u'vegan']",-0.324227541365,-0.0927044289412,0.237875494341,-0.0487732850565,0.0,40.8054821,-73.940603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0254874433172,-0.0771982860493
4280,50035102,A,08/03/2016,10F,11.0,A,CD_212,HealthArea_520,SanitDistr_12,-0.153880818057,2007.0,0.0,1928.0,-0.4750965683,-0.0236237799941,"[u'seafood', u'soulfood']",-0.255929255466,-0.142106715501,-0.267446726401,-0.173001142377,0.0,40.8926923,-73.8556779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.286620935229,-0.0850069287776
4282,50035092,A,05/03/2016,06A,12.0,A,CD_208,HealthArea_310,SanitDistr_8,-0.139896327451,0.0,0.0,2013.0,-0.4750965683,-2.0054071927,"[u'hotdogs', u'mexican']",-0.378147240758,-0.139522672103,-0.262724088824,-0.168335634282,0.182038201951,40.8844445,-73.8999146,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.309740074381,-0.41687424473
4283,50035088,A,04/06/2016,06D,9.0,A,CD_503,HealthArea_920,SanitDistr_3,-0.152698885205,0.0,0.0,1973.0,-0.561136718747,0.0,0,0.0,-0.142189272798,-0.267446726401,-0.173453766296,0.0,40.5516321,-74.149839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155612480037,-0.260701390164
4284,50035074,A,04/29/2015,10I,5.0,A,CD_407,HealthArea_2012,SanitDistr_7,-0.152620432644,0.0,0.0,1952.0,-0.561136718747,-1.3448127218,"[u'sandwiches', u'hotdogs']",-0.460824113161,0.655718747547,0.228430219187,0.416350018177,0.0,40.7403583,-73.8153513,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0746954930063,-0.178710641517
4285,50035073,A,08/20/2015,10B,7.0,A,CD_106,HealthArea_5300,SanitDistr_6,-0.143878760954,0.0,0.0,1987.0,1.33174659109,1.29756516181,[u'coffee'],-0.324227541365,0.187660151871,1.82468172022,0.258070915213,0.0,40.7434395,-73.9800979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209557138057,-0.315361889262
4286,50035072,B,05/19/2015,10B,10.0,A,CD_206,HealthArea_1100,SanitDistr_6,-0.154005381862,1935.0,0.0,1900.0,-0.4750965683,-0.0236237799941,"[u'chicken_wings', u'tradamerican']",-0.345795421122,-0.139184187185,-0.220220350631,-0.166455504154,-0.0491692257674,40.8543782,-73.8845531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.00919126541012,0.0243140694186
4289,50035061,A,05/16/2016,10F,11.0,A,CD_105,HealthArea_5700,SanitDistr_5,-0.146481198183,1988.0,1996.0,1920.0,0.471345086617,-1.3448127218,[u'pizza'],-0.338606127869,-0.137070720381,-0.191884525169,-0.159387607564,-0.280376653486,40.7443983,-73.9890727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244235846785,-0.0537723578644
4290,50035042,A,05/12/2015,08B,10.0,A,CD_106,HealthArea_4800,SanitDistr_6,-0.00425292045046,0.0,0.0,1983.0,2.4502685469,-0.0236237799941,"[u'hotdogs', u'mexican']",0.0963461139026,-0.0933070972097,-0.144658149398,-0.0821630034337,0.0,40.7588088,-73.9689623,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.194144378623,-0.299744603806
4292,50035038,B,05/05/2016,02G,19.0,B,CD_301,HealthArea_400,SanitDistr_1,-0.153709122697,2014.0,0.0,1950.0,-0.561136718747,-1.3448127218,[u'italian'],-0.000709345005202,-0.121682040209,-0.0596506730119,-0.107927749627,-0.280376653486,40.718322,-73.958976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.313593264239,-0.170901998789
4293,50035029,A,06/08/2016,08A,12.0,A,CD_208,HealthArea_310,SanitDistr_8,-0.152728465679,0.0,0.0,1924.0,-0.130935966512,0.636970690907,[u'mexican'],-0.403309767141,-0.142247062906,-0.267446726401,-0.173523400745,0.0,40.8700345,-73.9038386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0331938230344,-0.069389643321
4295,50034992,A,09/30/2016,08A,10.0,A,CD_112,HealthArea_210,SanitDistr_12,-0.150941419218,1987.0,1993.0,1914.0,-0.4750965683,-2.0054071927,"[u'spanish', u'hotdogs']",-0.471608053039,-0.139101629888,-0.234388263362,-0.167952644812,0.0,40.848768,-73.9328259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232676277209,-0.0303464296795
4296,50034975,A,07/09/2015,02G,12.0,A,CD_407,HealthArea_1200,SanitDistr_7,-0.151237867011,1995.0,2014.0,1940.0,-0.4750965683,0.636970690907,[u'wedding_planning'],-0.155279149932,-0.139572206482,-0.258001451247,-0.168962344325,0.0,40.762182,-73.831056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.313593264239,-0.131858785147
4297,50034972,A,05/12/2015,06E,7.0,A,CD_105,HealthArea_4700,SanitDistr_5,-0.12478906494,1989.0,2003.0,1904.0,0.471345086617,-0.0236237799941,"[u'cocktailbars', u'lounges']",-0.396120473889,-0.131737518991,-0.130490236667,-0.141630823025,0.0,40.7644198,-73.9820077,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.271208175795,0.00869678396196
4303,50034906,A,11/25/2016,06C,8.0,A,CD_105,HealthArea_5200,SanitDistr_5,-0.13865844892,1965.0,0.0,1928.0,1.33174659109,-0.684218250895,"[u'desserts', u'cupcakes', u'bakeries']",-0.137305916801,0.172287983159,2.55196790709,0.776360120388,-0.280376653486,40.752599,-73.9928043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.124786961168,-0.0850069287776
4304,50034903,A,06/25/2015,05D,12.0,A,CD_309,HealthArea_4800,SanitDistr_9,-0.154248593376,0.0,0.0,1931.0,-0.389056417853,1.29756516181,"[u'bakeries', u'venues', u'cafes']",-0.403309767141,-0.141883810799,-0.25327881367,-0.172687787355,0.0,40.659964,-73.950263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.00622149402426,-0.0967198928701
4307,50034874,A,06/02/2016,06C,12.0,A,CD_401,HealthArea_400,SanitDistr_1,-0.154267079029,0.0,0.0,1930.0,-0.4750965683,1.29756516181,"[u'cocktailbars', u'beergardens']",-0.184036322942,-0.124505499768,-0.172993974861,-0.148280912921,0.0,40.7629293,-73.9210406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0100746838829,-0.0928155715059
