,CAMIS,new_grade,INSPECTION DATE,VIOLATION CODE,SCORE,GRADE,CD,HealthArea,SanitDistr,AssessTot,YearAlter1,YearAlter2,YearBuilt,NumFloors,yelp_rating,yelp_categories,yelp_review_count,stats.checkinsCount,stats.tipCount,stats.usersCount,311_complaint_count,goog_lat,goog_lng,is_coffee,is_pizza,is_sandwiches,is_chinese,is_hotdogs,is_italian,is_breakfast_brnch,is_newamerican,is_bakeries,is_brgers,is_tradamerican,is_bars,is_mexican,is_donts,is_cafes,is_salad,is_japanese,is_desserts,is_seafood,is_icecream,failed,yrs_since_reno,bldg_age
347,50059948,A,03/07/2017,06C,12.0,A,CD_306,HealthArea_4500,SanitDistr_6,-0.153229404576,1986.0,0.0,1931.0,-0.259996192182,-0.0236237799941,"[u'cafes', u'creperies', u'breakfast_brunch']",-0.356579361,-0.141215096693,-0.25327881367,-0.170320216083,0.0,40.6739209,-73.9755982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.205703948199,-0.0967198928701
348,50059945,A,03/09/2017,06C,7.0,A,CD_401,HealthArea_510,SanitDistr_1,-0.154035150965,0.0,0.0,1926.0,-0.389056417853,-0.0236237799941,[u'vietnamese'],-0.241550668962,-0.141487535773,-0.262724088824,-0.172026260088,0.0,40.76079,-73.91543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254874433172,-0.0771982860493
355,50059924,A,03/10/2017,06C,5.0,A,CD_407,HealthArea_1310,SanitDistr_7,-0.154239483448,2008.0,2008.0,1960.0,-0.4750965683,-0.684218250895,"[u'korean', u'wine_bars', u'cafes']",-0.468013406413,0.29519103129,1.74439688141,0.846516827927,0.0,40.7619708,-73.8015778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.290474125088,-0.20994521243
366,50059876,0,03/23/2017,06D,7.0,A,CD_101,HealthArea_7700,SanitDistr_1,-0.153112368787,1989.0,0.0,1915.0,-0.389056417853,0.0,0,0.0,0.0,0.0,0.0,0.0,40.7191892,-74.0060229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217263517774,-0.0342507510437
379,50059791,A,03/24/2017,10F,11.0,A,CD_112,HealthArea_400,SanitDistr_12,-0.151607622936,1989.0,0.0,1920.0,-0.130935966512,0.0,0,0.0,-0.142222295717,-0.267446726401,-0.173488583521,0.0,40.8461432,-73.9358195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217263517774,-0.0537723578644
381,50059783,A,03/23/2017,10F,7.0,A,CD_405,HealthArea_1810,SanitDistr_5,-0.154259808234,0.0,0.0,1925.0,-0.4750965683,0.0,0,0.0,0.13801844915,0.237875494341,0.244701100972,0.0,40.702635,-73.874235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293406331758,-0.0732939646852
393,50059711,A,03/10/2017,10B,7.0,A,CD_102,HealthArea_6100,SanitDistr_2,-0.142763061213,0.0,0.0,1920.0,-0.130935966512,-0.0236237799941,[u'pizza'],0.204185512689,0.0,0.0,0.0,0.0,40.7367059,-74.0014372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486065824688,-0.0537723578644
397,50059688,A,03/16/2017,10F,2.0,A,CD_306,HealthArea_4200,SanitDistr_6,-0.154216034849,0.0,0.0,1920.0,-0.303016267406,0.636970690907,"[u'vietnamese', u'sandwiches', u'bubbletea']",0.214969452568,-0.13597270833,-0.177716612438,-0.16011876928,-0.511584081204,40.6717439,-73.98379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486065824688,-0.0537723578644
399,50059681,A,03/09/2017,02H,11.0,A,CD_413,HealthArea_2160,SanitDistr_13,-0.15410395772,0.0,0.0,1920.0,-0.4750965683,0.0,0,0.0,-0.142247062906,-0.267446726401,-0.173523400745,0.0,40.727674,-73.731161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486065824688,-0.0537723578644
402,50059677,A,03/10/2017,10B,11.0,A,CD_112,HealthArea_110,SanitDistr_12,-0.149895170714,1988.0,0.0,1920.0,-0.130935966512,0.0,0,0.0,0.0,0.0,0.0,0.0,40.8649884,-73.9198296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213410327916,-0.0537723578644
403,50059676,A,03/10/2017,06F,6.0,A,CD_101,HealthArea_7700,SanitDistr_1,-0.115331672962,1988.0,0.0,1930.0,1.41778674153,0.636970690907,[u'coffee'],-0.457229466535,-0.140612428425,-0.25327881367,-0.170424667757,0.0,40.7039603,-74.0119572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213410327916,-0.0928155715059
408,50059638,A,03/08/2017,10F,12.0,A,CD_210,HealthArea_3210,SanitDistr_10,-0.153811368249,2003.0,0.0,1931.0,-0.561136718747,0.0,0,0.0,0.0,0.0,0.0,-0.511584081204,40.8268183,-73.8227494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.271208175795,-0.0967198928701
412,50059621,A,03/23/2017,06C,10.0,A,CD_402,HealthArea_910,SanitDistr_2,-0.149955617769,2004.0,2005.0,1931.0,-0.4750965683,0.636970690907,"[u'turkish', u'sandwiches']",0.204185512689,-0.132975878447,-0.0974317736281,-0.153607948283,0.0,40.7427742,-73.9180155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.278914555512,-0.0967198928701
