,AssessTot,NumFloors,yelp_rating,yelp_review_count,stats.checkinsCount,stats.tipCount,stats.usersCount,311_complaint_count,yrs_since_reno,bldg_age,is_coffee,is_pizza,is_sandwiches,is_chinese,is_hotdogs,is_italian,is_breakfast_brnch,is_newamerican,is_bakeries,is_brgers,is_tradamerican,is_bars,is_mexican,is_donts,is_cafes,is_salad,is_japanese,is_desserts,is_seafood,is_icecream,CD_101,CD_102,CD_103,CD_104,CD_105,CD_106,CD_107,CD_108,CD_109,CD_110,CD_111,CD_112,CD_164,CD_201,CD_202,CD_203,CD_204,CD_205,CD_206,CD_207,CD_208,CD_209,CD_210,CD_211,CD_212,CD_226,CD_227,CD_228,CD_301,CD_302,CD_303,CD_304,CD_305,CD_306,CD_307,CD_308,CD_309,CD_310,CD_311,CD_312,CD_313,CD_314,CD_315,CD_316,CD_317,CD_318,CD_355,CD_356,CD_401,CD_402,CD_403,CD_404,CD_405,CD_406,CD_407,CD_408,CD_409,CD_410,CD_411,CD_412,CD_413,CD_414,CD_480,CD_481,CD_483,CD_501,CD_502,CD_503,CD_595
10502,-0.154250239594,-0.4750965683,-0.0236237799941,-0.424877646899,-0.138086175135,-0.258001451247,-0.166942945299,0.0,0.0100746838829,-0.0928155715059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10503,-0.147480503761,-0.216976116959,-0.0236237799941,0.200590866063,-0.101092250322,-0.0360374851267,-0.0375969559647,0.0,-0.317446454098,-0.0537723578644,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10504,9.56059666712,-0.389056417853,0.0,0.0,-0.128806734945,-0.196607162746,-0.134249571413,0.0,-0.25579541636,-0.342692138811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10509,-0.148886862383,-0.130935966512,0.0,0.0,-0.142247062906,-0.267446726401,-0.173523400745,0.0,-0.20185075834,-0.0889112501418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10511,-0.143615107475,-0.130935966512,-0.0236237799941,-0.392525827263,-0.141041726369,-0.248556176093,-0.172200346211,0.182038201951,-0.20185075834,-0.0889112501418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10513,-0.151480941341,-0.303016267406,0.0,0.0,-0.100654696648,-0.15882606213,-0.0840083163367,0.0,0.0871384810548,-0.0147291442229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10514,-0.152448092801,-0.130935966512,0.636970690907,-0.439256233403,-0.141842532151,-0.262724088824,-0.172409249559,0.0,-0.213410327916,-0.319266210627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10515,-0.154037080126,-0.4750965683,0.0,0.0,-0.141495791503,-0.267446726401,-0.172827056254,-0.280376653486,-0.00919126541012,-0.112337178327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10519,-0.0417515300161,-0.216976116959,-2.0054071927,0.00647994824723,-0.135485620277,-0.220220350631,-0.151449280358,0.0,-0.286620935229,-0.393448316545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10524,-0.153927805282,-0.389056417853,0.0,0.0,0.655718747547,0.228430219187,0.416350018177,0.0,-0.17487842933,0.0204097480544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10525,-0.153190821349,-0.561136718747,-0.684218250895,-0.270307841971,-0.135535154655,-0.229665625785,-0.160606210424,0.0,-0.0168976451273,-0.120145821055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10527,-0.153064782807,-0.216976116959,-1.3448127218,-0.44285088003,-0.133974821741,-0.243833538516,-0.157855649682,1.33807534054,0.075578911479,-0.0264421083154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10529,-0.118760442875,0.213224635276,-0.0236237799941,0.0568050010142,-0.0500305620914,0.0111888906436,-0.014652404963,-0.0491692257674,-0.286620935229,-0.131858785147,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10530,0.948623316938,3.99899125494,0.0,0.0,0.0,0.0,0.0,-0.511584081204,-0.278914555512,-0.385639673817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10531,-0.0298499749225,0.041144334382,0.0,0.0,0.277655861395,-0.0502053978578,0.172385725509,0.0,-0.0284572147031,-0.131858785147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10533,-0.152860727552,-0.389056417853,0.636970690907,0.121508640286,-0.0873877390106,-0.0502053978578,-0.0377710420876,-0.280376653486,0.125670379641,0.0243140694186,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10535,-0.143643401841,0.815505688404,-0.0236237799941,0.998602417083,-0.124431198201,0.0159115282206,-0.127947653763,-0.511584081204,-0.20185075834,-0.0928155715059,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10540,-0.00854809101452,-0.647176869194,0.0,0.0,-0.130276254833,-0.215497713054,-0.145112545484,0.0,0.0100746838829,-0.0928155715059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10541,-0.142757916783,-0.130935966512,0.636970690907,0.153860459922,-0.133297851905,-0.0974317736281,-0.151797452604,-0.280376653486,-0.275061365653,-0.0928155715059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10542,-0.153986130261,-0.389056417853,-0.684218250895,-0.457229466535,0.655718747547,0.228430219187,0.416350018177,0.0,0.0100746838829,-0.0928155715059,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10543,-0.153810725195,-0.389056417853,-1.3448127218,-0.460824113161,-0.14214799415,-0.267446726401,-0.173140411275,-0.280376653486,0.00622149402426,-0.0967198928701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10546,-0.0487524565453,-0.216976116959,-1.3448127218,0.171833693053,-0.108770078949,-0.0974317736281,-0.0914940196226,0.0,-0.259648606219,-0.229466819251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10548,-0.153900109671,-0.4750965683,0.636970690907,3.02957776089,0.177109329307,0.823482553893,0.575186196735,0.0,0.00622149402426,-0.0967198928701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10549,0.0710587662705,1.67590719287,-0.684218250895,-0.162468443185,-0.114672925689,-0.0690959481659,-0.0930956119535,0.413245629669,-0.213410327916,-0.319266210627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10553,-0.154257070254,-0.4750965683,-0.0236237799941,-0.468013406413,-0.00356731530662,0.370109346498,0.205079099394,0.0,0.00622149402426,-0.0967198928701,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10554,-0.145171297628,-0.4750965683,0.0,0.0,-0.100266677352,-0.154103424552,-0.165236901294,0.0,-0.275061365653,-0.381735352453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10555,-0.153783716936,-0.561136718747,0.0,0.0,-0.140967424802,-0.248556176093,-0.171712905067,0.0,-0.171025239471,-0.166997677425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10557,-0.14988938323,-0.216976116959,-0.0236237799941,-0.0258718713887,-0.134734348874,-0.210775075477,-0.154339109999,-0.511584081204,0.125670379641,0.0243140694186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10558,-0.153757351731,-0.561136718747,0.636970690907,-0.410499060394,-0.13906860697,-0.234388263362,-0.170877291677,0.0,0.0216342534586,-0.0811026074135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10559,-0.150684840758,-0.130935966512,1.29756516181,0.11791399366,-0.135072833792,-0.187161887592,-0.160188403729,0.0,0.037047012893,-0.0654853219569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10560,-0.15368918803,-0.216976116959,-2.0054071927,-0.44285088003,-0.140769287289,-0.239110900939,-0.172478884008,0.0,0.0486065824688,-0.0537723578644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10561,-0.153195965779,-0.303016267406,-2.0054071927,-0.44285088003,-0.120658329725,-0.224942988208,-0.150335129172,0.0,0.0486065824688,-0.0537723578644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10564,-0.153514277401,-0.303016267406,-0.0236237799941,-0.399715120515,-0.137169789137,-0.234388263362,-0.162138168306,0.0,0.0486065824688,-0.0537723578644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10566,-0.154017145459,-0.561136718747,-0.684218250895,-0.30984895486,-0.135320505683,-0.220220350631,-0.165724342438,0.0,-0.159465669895,-0.206040891066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10571,-0.152815920993,-0.561136718747,-1.3448127218,-0.306254308233,-0.138829190808,-0.229665625785,-0.167430386443,0.182038201951,-0.217263517774,-0.0147291442229,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10579,-0.0814736052101,3.05254960002,-0.0236237799941,-0.306254308233,-0.129582773537,-0.191884525169,-0.146609686141,0.0,-0.271208175795,-0.377831031089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10580,-0.153939335951,-0.561136718747,1.29756516181,-0.464418759787,-0.142238807177,-0.267446726401,-0.173488583521,0.0,0.00622149402426,-0.0967198928701,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10581,0.0589854172155,-0.4750965683,0.0,0.0,-0.141933345177,-0.267446726401,-0.172896690703,2.0316976237,-0.144052910461,-0.248988426072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10582,-0.146607235295,0.38530493617,-0.0236237799941,-0.0654129842771,-0.0548353967803,0.606241225349,0.0569318087842,0.0,0.121817189782,0.0204097480544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10584,-0.153749635085,-0.561136718747,0.0,0.0,-0.142172761339,-0.267446726401,-0.173418949072,-0.511584081204,-0.0978146321578,-0.202136569702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10586,-0.154258985125,-0.4750965683,-3.3265961345,-0.471608053039,-0.142032413934,-0.262724088824,-0.173035959601,0.0,0.0100746838829,-0.0928155715059,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10587,-0.15364674648,-0.303016267406,0.636970690907,-0.428472293525,-0.141693929016,-0.262724088824,-0.172200346211,0.0,0.0447533926102,-0.0576766792286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10588,-0.152655157548,-0.216976116959,-0.684218250895,1.76785679509,-0.12166552875,0.0159115282206,-0.117815841409,-0.511584081204,-0.271208175795,0.0243140694186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10589,-0.101381264206,0.815505688404,-1.3448127218,0.0603996476405,-0.0899139923006,-0.0974317736281,-0.0872463182232,-0.511584081204,0.0447533926102,-0.0576766792286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10590,-0.154274069738,-0.4750965683,0.0,0.0,-0.142106715501,-0.267446726401,-0.173314497398,-0.511584081204,0.00622149402426,-0.0967198928701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10591,-0.153936763736,-0.561136718747,-0.0236237799941,-0.435661586777,-0.140117084642,-0.248556176093,-0.169693506041,-0.511584081204,0.037047012893,-0.0654853219569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10597,-0.152044256455,-0.389056417853,-1.3448127218,-0.338606127869,0.655718747547,0.228430219187,0.416350018177,-0.280376653486,0.0331938230344,-0.069389643321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10598,-0.15131246125,-0.130935966512,-0.0236237799941,-0.194820262821,-0.138234778269,-0.215497713054,-0.167325934769,-0.511584081204,-0.17487842933,-0.0108248228588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10599,-0.153412674903,-0.561136718747,-0.0236237799941,0.22215874582,-0.000421882288668,0.440948910153,0.116852252295,0.0,-0.294327314946,-0.0732939646852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603,-0.154272574995,-0.389056417853,0.636970690907,-0.25233460884,-0.103552457775,-0.0313148475497,-0.123943672936,0.0,0.129523569499,0.0282183907827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10604,-0.136180762696,0.299264785723,0.0,0.0,0.0,0.0,0.0,0.0,0.0524597723274,-0.0498680365003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10607,-0.107631746972,1.15966629019,-0.0236237799941,0.826059379024,-0.0114267699866,0.464562098038,0.185198464156,-0.511584081204,-0.298180504805,-0.405161280638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
