225,7.0
259,13.0
266,9.0
270,7.0
276,13.0
284,7.0
300,10.0
314,9.0
316,7.0
343,13.0
347,12.0
348,7.0
355,5.0
366,7.0
379,11.0
381,7.0
393,7.0
397,2.0
399,11.0
402,11.0
403,6.0
408,12.0
412,10.0
413,12.0
423,12.0
428,8.0
429,12.0
431,10.0
433,13.0
434,10.0
437,5.0
445,12.0
450,12.0
452,7.0
453,7.0
462,4.0
482,10.0
485,10.0
487,12.0
490,2.0
492,7.0
504,7.0
505,10.0
510,13.0
512,12.0
513,4.0
515,12.0
521,13.0
524,7.0
526,4.0
528,2.0
530,10.0
532,10.0
536,12.0
543,0.0
545,4.0
546,11.0
553,10.0
554,12.0
557,13.0
564,12.0
566,12.0
569,13.0
571,10.0
573,0.0
577,24.0
583,4.0
585,13.0
586,7.0
587,12.0
588,5.0
589,10.0
595,2.0
596,0.0
597,5.0
604,7.0
607,4.0
608,12.0
611,10.0
613,7.0
614,12.0
619,2.0
623,3.0
624,9.0
628,11.0
630,9.0
632,7.0
635,8.0
643,12.0
645,7.0
649,7.0
651,12.0
662,7.0
663,5.0
665,10.0
673,7.0
675,8.0
677,6.0
678,7.0
681,3.0
685,10.0
687,10.0
690,10.0
691,17.0
694,6.0
697,9.0
704,4.0
705,2.0
714,22.0
715,11.0
718,6.0
720,10.0
722,4.0
730,7.0
732,10.0
734,8.0
735,5.0
736,8.0
739,2.0
741,6.0
743,11.0
744,9.0
750,8.0
755,7.0
756,7.0
758,13.0
759,10.0
760,2.0
764,12.0
765,14.0
769,11.0
770,0.0
772,13.0
774,7.0
775,12.0
779,21.0
780,5.0
782,6.0
783,7.0
786,13.0
790,2.0
791,10.0
801,5.0
809,8.0
810,4.0
811,5.0
812,5.0
813,8.0
814,9.0
815,6.0
816,10.0
819,12.0
820,3.0
821,5.0
822,10.0
827,5.0
829,10.0
833,4.0
837,2.0
839,12.0
840,13.0
845,38.0
847,11.0
848,2.0
852,8.0
853,13.0
856,23.0
857,15.0
861,21.0
863,5.0
864,13.0
867,10.0
869,10.0
870,2.0
873,9.0
876,5.0
877,9.0
879,4.0
880,13.0
885,8.0
887,7.0
890,13.0
892,16.0
898,10.0
900,5.0
901,10.0
903,9.0
904,5.0
907,4.0
910,13.0
911,11.0
912,12.0
916,2.0
918,12.0
920,7.0
924,5.0
926,12.0
930,7.0
931,2.0
932,2.0
934,2.0
935,7.0
936,9.0
942,2.0
943,2.0
945,2.0
947,12.0
948,5.0
949,11.0
950,11.0
958,10.0
960,0.0
961,4.0
962,7.0
966,10.0
967,12.0
968,12.0
972,11.0
973,10.0
975,6.0
976,7.0
979,7.0
980,6.0
981,7.0
983,10.0
986,2.0
987,2.0
991,12.0
993,10.0
994,11.0
996,11.0
997,12.0
998,5.0
1000,12.0
1004,7.0
1005,8.0
1009,2.0
1012,21.0
1014,9.0
1017,13.0
1019,8.0
1022,13.0
1024,5.0
1025,3.0
1027,7.0
1028,12.0
1029,10.0
1032,11.0
1035,10.0
1036,12.0
1040,11.0
1041,10.0
1042,2.0
1044,12.0
1046,13.0
1047,13.0
1048,3.0
1050,4.0
1052,7.0
1053,7.0
1054,9.0
1055,4.0
1056,4.0
1057,2.0
1058,4.0
1060,3.0
1061,4.0
1064,11.0
1071,7.0
1072,5.0
1074,4.0
1076,12.0
1078,5.0
1080,10.0
1083,8.0
1084,8.0
1085,8.0
1087,13.0
1092,5.0
1093,13.0
1094,9.0
1095,17.0
1096,12.0
1100,10.0
1101,13.0
1102,12.0
1104,7.0
1105,13.0
1106,16.0
1108,7.0
1110,12.0
1112,10.0
1114,11.0
1116,2.0
1118,2.0
1120,11.0
1121,11.0
1122,10.0
1126,5.0
1128,2.0
1132,5.0
1135,2.0
1137,18.0
1144,0.0
1148,13.0
1154,2.0
1155,0.0
1157,10.0
1159,9.0
1160,4.0
1161,8.0
1162,3.0
1168,10.0
1169,10.0
1170,2.0
1171,5.0
1172,10.0
1174,13.0
1178,9.0
1181,10.0
1183,11.0
1184,3.0
1185,13.0
1186,9.0
1187,2.0
1194,10.0
1196,2.0
1199,2.0
1201,10.0
1202,10.0
1210,11.0
1212,4.0
1214,7.0
1218,13.0
1220,12.0
1221,12.0
1222,7.0
1223,10.0
1224,12.0
1226,10.0
1228,12.0
1229,7.0
1231,13.0
1233,4.0
1236,9.0
1237,7.0
1238,0.0
1240,10.0
1243,14.0
1244,10.0
1248,12.0
1251,5.0
1252,2.0
1257,12.0
1258,5.0
1259,7.0
1261,12.0
1262,2.0
1268,9.0
1272,6.0
1273,6.0
1274,13.0
1275,13.0
1276,7.0
1278,12.0
1279,10.0
1280,2.0
1281,13.0
1282,22.0
1285,9.0
1286,10.0
1287,9.0
1291,12.0
1292,2.0
1296,12.0
1297,2.0
1298,8.0
1299,8.0
1301,5.0
1303,12.0
1304,10.0
1312,2.0
1313,10.0
1315,2.0
1316,10.0
1319,7.0
1321,3.0
1324,12.0
1325,13.0
1333,12.0
1335,12.0
1337,27.0
1340,7.0
1341,13.0
1342,9.0
1343,2.0
1344,12.0
1348,12.0
1351,10.0
1352,5.0
1353,13.0
1354,19.0
1355,10.0
1359,4.0
1360,10.0
1361,4.0
1362,8.0
1363,9.0
1369,12.0
1370,8.0
1371,2.0
1372,8.0
1373,13.0
1374,7.0
1375,9.0
1376,2.0
1379,11.0
1380,12.0
1382,13.0
1384,4.0
1385,9.0
1389,12.0
1390,9.0
1391,9.0
1392,10.0
1395,5.0
1397,17.0
1399,9.0
1400,2.0
1401,7.0
1402,10.0
1403,7.0
1406,13.0
1407,12.0
1408,12.0
1409,9.0
1411,10.0
1414,11.0
1415,2.0
1417,9.0
1419,12.0
1422,17.0
1429,13.0
1431,7.0
1433,7.0
1434,11.0
1435,13.0
1436,0.0
1437,12.0
1438,10.0
1440,9.0
1441,8.0
1442,12.0
1443,9.0
1444,4.0
1445,10.0
1446,5.0
1447,2.0
1450,17.0
1453,11.0
1456,6.0
1458,13.0
1461,9.0
1463,12.0
1466,12.0
1467,4.0
1468,5.0
1469,12.0
1471,13.0
1472,9.0
1473,11.0
1475,13.0
1477,3.0
1478,22.0
1480,13.0
1481,4.0
1482,14.0
1483,12.0
1484,3.0
1486,3.0
1487,7.0
1488,10.0
1489,7.0
1490,10.0
1492,2.0
1493,8.0
1494,9.0
1496,10.0
1499,10.0
1503,3.0
1504,4.0
1507,9.0
1512,8.0
1513,8.0
1514,51.0
1517,11.0
1520,20.0
1522,10.0
1524,10.0
1525,9.0
1526,12.0
1529,11.0
1530,12.0
1532,25.0
1535,2.0
1538,20.0
1539,12.0
1540,2.0
1541,9.0
1543,9.0
1544,5.0
1549,10.0
1552,5.0
1553,12.0
1554,5.0
1557,11.0
1558,8.0
1559,9.0
1560,12.0
1562,2.0
1566,7.0
1569,0.0
1577,7.0
1579,10.0
1580,11.0
1587,12.0
1589,14.0
1590,20.0
1591,10.0
1592,10.0
1593,13.0
1594,5.0
1595,8.0
1596,10.0
1597,7.0
1598,8.0
1599,7.0
1601,7.0
1605,11.0
1606,8.0
1607,16.0
1610,10.0
1611,5.0
1612,12.0
1614,12.0
1615,2.0
1616,5.0
1617,13.0
1618,12.0
1620,12.0
1621,12.0
1624,10.0
1625,5.0
1626,11.0
1628,35.0
1630,12.0
1631,12.0
1632,9.0
1633,5.0
1636,10.0
1639,7.0
1640,16.0
1644,13.0
1646,9.0
1652,13.0
1658,11.0
1659,11.0
1661,5.0
1662,5.0
1664,3.0
1668,7.0
1669,12.0
1671,2.0
1674,8.0
1676,6.0
1677,10.0
1678,11.0
1679,13.0
1682,7.0
1684,6.0
1689,8.0
1690,8.0
1693,9.0
1694,9.0
1695,13.0
1697,12.0
1698,11.0
1701,7.0
1702,5.0
1705,13.0
1708,2.0
1709,10.0
1710,0.0
1717,20.0
1719,8.0
1720,15.0
1725,4.0
1726,12.0
1727,12.0
1728,11.0
1729,5.0
1734,5.0
1737,2.0
1738,5.0
1740,10.0
1743,8.0
1746,10.0
1747,12.0
1749,10.0
1750,7.0
1752,13.0
1755,6.0
1757,10.0
1759,9.0
1760,13.0
1763,5.0
1764,11.0
1765,12.0
1767,2.0
1771,8.0
1772,11.0
1773,7.0
1774,8.0
1775,24.0
1776,9.0
1777,20.0
1781,25.0
1783,2.0
1784,10.0
1787,4.0
1790,12.0
1791,3.0
1795,5.0
1796,19.0
1798,10.0
1800,29.0
1803,3.0
1806,4.0
1807,12.0
1808,7.0
1809,10.0
1810,9.0
1812,6.0
1813,12.0
1814,9.0
1815,7.0
1817,12.0
1818,17.0
1819,8.0
1820,8.0
1821,10.0
1822,2.0
1826,30.0
1827,11.0
1831,13.0
1833,10.0
1834,3.0
1835,9.0
1837,9.0
1839,0.0
1840,12.0
1842,4.0
1845,10.0
1847,9.0
1848,26.0
1850,10.0
1854,12.0
1855,8.0
1856,8.0
1861,9.0
1862,2.0
1864,6.0
1868,10.0
1870,5.0
1871,12.0
1875,9.0
1876,5.0
1877,2.0
1881,6.0
1883,9.0
1887,7.0
1888,7.0
1892,20.0
1894,12.0
1895,8.0
1897,7.0
1898,3.0
1901,10.0
1902,12.0
1904,10.0
1905,0.0
1906,5.0
1907,13.0
1908,11.0
1909,12.0
1913,5.0
1915,28.0
1916,7.0
1917,2.0
1919,10.0
1921,2.0
1923,13.0
1924,9.0
1927,13.0
1929,9.0
1930,5.0
1931,13.0
1932,11.0
1933,5.0
1935,7.0
1936,7.0
1940,12.0
1942,13.0
1944,13.0
1945,11.0
1946,7.0
1947,16.0
1948,10.0
1949,9.0
1950,6.0
1951,9.0
1952,12.0
1958,25.0
1959,12.0
1960,5.0
1961,13.0
1962,6.0
1966,6.0
1967,4.0
1970,9.0
1971,2.0
1972,2.0
1976,13.0
1980,4.0
1981,7.0
1983,9.0
1987,7.0
1989,8.0
1992,10.0
1998,13.0
1999,20.0
2000,8.0
2001,4.0
2002,2.0
2003,2.0
2008,11.0
2009,18.0
2010,11.0
2011,12.0
2013,7.0
2015,9.0
2016,11.0
2018,4.0
2019,12.0
2023,11.0
2025,9.0
2028,2.0
2032,5.0
2035,2.0
2036,10.0
2037,9.0
2038,11.0
2040,5.0
2041,16.0
2042,16.0
2043,6.0
2047,13.0
2049,7.0
2050,2.0
2052,2.0
2053,5.0
2055,7.0
2056,10.0
2057,8.0
2062,20.0
2065,8.0
2066,12.0
2067,4.0
2069,5.0
2070,8.0
2072,5.0
2073,38.0
2074,5.0
2078,11.0
2080,10.0
2084,12.0
2085,7.0
2086,13.0
2087,13.0
2089,13.0
2090,10.0
2095,12.0
2096,8.0
2097,12.0
2098,9.0
2100,10.0
2104,2.0
2106,12.0
2109,2.0
2110,10.0
2112,2.0
2113,7.0
2116,11.0
2117,8.0
2120,11.0
2121,44.0
2122,9.0
2123,11.0
2124,17.0
2125,12.0
2126,2.0
2128,8.0
2130,6.0
2131,4.0
2132,24.0
2133,8.0
2136,4.0
2138,12.0
2139,13.0
2143,7.0
2147,13.0
2150,10.0
2151,12.0
2152,11.0
2153,7.0
2154,11.0
2159,11.0
2161,2.0
2162,2.0
2163,3.0
2167,7.0
2168,12.0
2169,13.0
2170,19.0
2172,4.0
2173,11.0
2174,7.0
2176,3.0
2181,6.0
2182,13.0
2183,2.0
2184,13.0
2185,13.0
2186,9.0
2187,10.0
2188,13.0
2190,3.0
2191,11.0
2192,9.0
2193,7.0
2194,11.0
2196,10.0
2197,0.0
2198,35.0
2199,13.0
2201,7.0
2202,10.0
2203,12.0
2206,10.0
2207,12.0
2208,3.0
2209,24.0
2213,13.0
2218,7.0
2219,7.0
2221,13.0
2222,17.0
2224,13.0
2233,13.0
2235,10.0
2236,7.0
2239,9.0
2240,12.0
2241,9.0
2242,12.0
2243,9.0
2247,10.0
2248,9.0
2249,10.0
2251,7.0
2253,5.0
2254,2.0
2255,6.0
2256,13.0
2258,8.0
2259,12.0
2260,9.0
2261,10.0
2262,0.0
2263,12.0
2264,11.0
2265,8.0
2266,7.0
2271,7.0
2272,3.0
2273,5.0
2274,9.0
2275,13.0
2276,9.0
2278,9.0
2279,11.0
2280,23.0
2281,12.0
2282,7.0
2283,6.0
2284,12.0
2285,9.0
2287,7.0
2288,10.0
2289,25.0
2290,10.0
2291,2.0
2292,3.0
2293,12.0
2294,9.0
